Gender,Location,Age,Qualification,field   ,Purpose,What are you?,Blood group , sim,Prepaid or Postpaid,Which PC are you using?,Do you wear glasses?,When did you write your first line of code?,Your favorite programming language?,Marital Status?,Are you Vaccinated?,Where do you live?,Research/Working experience,Age (years),Your Weight in kg,Height in cm Freelancer- (Float,working hours,Light kitni der band hti hy? int
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Student,AB+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,1,27,62,168,4,5
Male,Pakistan,36-40,Masters,CS/IT,to boost my skill set,Employed,O+,U-fone,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,0,39,54,155,3,5
Male,Pakistan,31-35,PhD,Natural Sciences,to boost my skill set,Unemplyed,O+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,2,30,90,155,4,2
Male,Pakistan,31-35,Bachelors,CS/IT,to boost my skill set,Employed,AB-,Zong,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,2,2,70,154,1,0
Male,West,16-20,Pre-Bachelors,Mathematics,to boost my skill set,Student,O+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,0,19,55,168,8,8
Female,East,26-30,Masters,Business/Economics,Switch my field of study,Student,B-,International,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,2,30,57,165,4,0
Male,Pakistan,26-30,Masters,CS/IT,to boost my skill set,Unemplyed,B-,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,29,69,150,5,0
Female,Pakistan,26-30,Masters,Biology,to boost my skill set,Student,AB+,Mobilink,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,6,29,57,171,4,0
Female,Pakistan,26-30,Masters,Mathematics,to boost my skill set,Student,A+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,2,29,50,174,1,0
Male,West,21-25,Bachelors,Enginnering,to boost my skill set,Student,B+,International,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,2,25,52,172,7,24
Male,Pakistan,31-35,Bachelors,CS/IT,Switch my field of study,Student,O+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Rural,0,22,60,164,3,2
Male,Pakistan,26-30,PhD,Mathematics,Switch my field of study,Student,B+,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,Yes,Yes,Urbun,4,27,65,174,5,7
Male,Pakistan,21-25,Masters,Biology,to boost my skill set,Unemplyed,B+,Telenor,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,2,24,54,164,1,3
Male,Pakistan,21-25,Bachelors,Enginnering,Switch my field of study,Student,A+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,24,65,170,2,1
Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,Employed,O+,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Rural,2,26,68,161,2,18
Male,Pakistan,21-25,Masters,Enginnering,to boost my skill set,Unemplyed,O+,Mobilink,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Rural,1,25,68,168,3,0
Male,Pakistan,31-35,PhD,Others,to boost my skill set,Employed,B+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Urbun,6,31,72,162,1,8
Male,Pakistan,46-60,Bachelors,CS/IT,to boost my skill set,Unemplyed,O+,Mobilink,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,No,Urbun,20,51,71,170,4,0
Female,Pakistan,26-30,Masters,Enginnering,Switch my field of study,Employed,AB+,U-fone,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Urbun,5,28,46,163,2,2
Male,West,31-35,Masters,Business/Economics,to boost my skill set,Employed,O+,International,Postpaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Urbun,9,34,82,177,3,0
Female,West,26-30,Masters,Others,Switch my field of study,Unemplyed,A+,Zong,Prepaid,Kisi ka laptop,No,In this chilla,Others,Yes,Yes,Urbun,0,27,57,160,4,0
Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,Unemplyed,A-,U-fone,Prepaid,Apna Laptop,Yes,<3 years ago,R,Yes,Yes,Rural,5,33,102,179,1,8
Male,Pakistan,21-25,Masters,CS/IT,to boost my skill set,Employed,A+,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,0,23,95,176,5,1
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Employed,B+,Mobilink,Postpaid,Apna Laptop,Yes,<3 years ago,Python,Yes,Yes,Urbun,5,26,87,186,1,1
Female,Pakistan,31-35,PhD,Biology,to boost my skill set,Unemplyed,B+,U-fone,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,1,31,66,168,4,3
Female,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,Unemplyed,A+,Telenor,Prepaid,Apna Laptop,No,In this chilla,Python,No,No,Urbun,0,23,62,174,8,6
Female,Pakistan,21-25,Bachelors,Biology,Switch my field of study,Student,A+,Zong,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,2,25,43,155,4,3
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Student,B+,U-fone,Postpaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,2,27,64,176,4,4
Female,Pakistan,26-30,Bachelors,Software Eng.,to boost my skill set,Student,B+,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,3,28,61,168,3,6
Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,Student,B+,Mobilink,Prepaid,Desktop,Yes,<3 years ago,Python,No,Yes,Urbun,0,21,50,164,1,0
Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,Employed,A+,Zong,Prepaid,Apna Laptop,No,>3 years ago,Python,Yes,Yes,Urbun,1,28,75,170,2,1
Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,Unemplyed,B+,Mobilink,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Urbun,2,25,67,171,2,2
Male,Pakistan,21-25,Pre-Bachelors,Enginnering,Abhi tak pata nahi,Student,B+,Telenor,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,21,69,174,3,0
Male,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,Student,B+,Zong,Prepaid,Desktop,Yes,<3 years ago,Python,No,No,Rural,1,22,60,174,2,2
Male,West,31-35,Masters,Enginnering,Switch my field of study,Student,B+,International,Postpaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,6,31,72,167,2,0
Male,Pakistan,31-35,Masters,Natural Sciences,Abhi tak pata nahi,Student,B-,Zong,Prepaid,Apna Laptop,No,In this chilla,Julia,No,Yes,Rural,6,32,74,173,6,23
Male,India,21-25,Masters,CS/IT,Switch my field of study,Student,O+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,0,24,55,168,5,1
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Employed,O+,Telenor,Prepaid,Apna Laptop,Yes,In this chilla,R,Yes,Yes,Rural,7,28,70,178,4,3
Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,Student,A+,Mobilink,Prepaid,Desktop,No,>3 years ago,Python,No,Yes,Rural,0,27,72,171,5,2
Male,West,26-30,Bachelors,Enginnering,Switch my field of study,Student,B+,International,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,3,28,70,180,1,0
Female,Pakistan,21-25,Masters,Biology,to boost my skill set,Student,A-,Telenor,Prepaid,Desktop,No,In this chilla,Python,No,No,Urbun,1,25,48,168,5,5
Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,Employed,O-,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,1,26,105,186,1,0
Male,Pakistan,31-35,Bachelors,CS/IT,Switch my field of study,Employed,O+,U-fone,Prepaid,Apna Laptop,Yes,>3 years ago,Python,Yes,Yes,Urbun,8,33,78,174,2,2
Male,Pakistan,26-30,Masters,Biology,to boost my skill set,Student,A+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,2,30,70,184,6,0
Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,Student,AB+,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,No,Rural,1,24,66,178,1,0
Male,Pakistan,26-30,Bachelors,Software Eng.,to boost my skill set,Employed,O+,Zong,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Rural,4,26,68,170,3,2
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,A+,U-fone,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,0,22,60,176,1,4
Female,Pakistan,21-25,Bachelors,Software Eng.,Switch my field of study,Unemplyed,B+,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,0,25,48,150,2,0
Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,Student,B+,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Rural,7,33,85,174,2,0
Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,Student,B+,Telenor,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Rural,0,19,76,146,4,9
Male,East,26-30,Bachelors,Natural Sciences,to boost my skill set,Student,B+,International,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,5,26,90,165,5,0
Male,Pakistan,26-30,Masters,CS/IT,Switch my field of study,Student,A-,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,Others,No,Yes,Urbun,3,26,57,175,1,2
Male,Pakistan,26-30,Bachelors,Enginnering,Switch my field of study,Unemplyed,O+,Zong,Prepaid,Apna Laptop,No,<3 years ago,Python,No,No,Rural,1,26,90,188,5,3
Male,West,31-35,Masters,CS/IT,to boost my skill set,Student,B+,International,Prepaid,Apna Laptop,No,>3 years ago,Python,Yes,Yes,Urbun,10,34,71,165,1,0
Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,Employed,B+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,3,34,79,156,3,2
Male,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,Student,B+,Zong,Postpaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,1,24,52,163,3,0
Female,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,AB+,Telenor,Postpaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Rural,0,22,55,170,3,1
Male,Pakistan,16-20,Bachelors,Natural Sciences,to boost my skill set,Student,O+,Mobilink,Postpaid,Apna Laptop,No,<3 years ago,C++,No,Yes,Urbun,0,19,74,174,1,2
Male,West,31-35,Bachelors,Natural Sciences,Switch my field of study,Student,AB+,International,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Urbun,1,33,68,168,1,0
Male,West,31-35,PhD,Enginnering,to boost my skill set,Student,B+,International,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Urbun,2,31,72,169,1,0
Male,Pakistan,16-20,Pre-Bachelors,CS/IT,Switch my field of study,Student,A+,Mobilink,Prepaid,Kisi ka laptop,No,In this chilla,Python,No,Yes,Rural,0,22,64,156,3,2
Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,Student,O+,Telenor,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,1,22,68,174,3,1
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Student,O+,U-fone,Prepaid,Apna Laptop,Yes,<3 years ago,Python,Yes,Yes,Urbun,5,30,82,164,9,0
Female,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,Student,A+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,0,20,50,168,1,8
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,AB+,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Rural,0,23,53,165,1,0
Male,Pakistan,26-30,Masters,Business/Economics,to boost my skill set,Unemplyed,B+,Telenor,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,3,30,55,162,5,5
Female,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,Unemplyed,B+,U-fone,Postpaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,1,29,45,167,5,5
Male,Pakistan,31-35,PhD,Enginnering,to boost my skill set,Employed,B-,Telenor,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Urbun,4,31,83,180,3,0
Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,Student,A+,Telenor,Postpaid,Apna Laptop,Yes,In this chilla,C++,No,Yes,Urbun,0,20,67,165,1,1
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,B+,Mobilink,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Urbun,0,23,60,145,2,0
Female,Pakistan,21-25,Bachelors,Natural Sciences,to boost my skill set,Student,A+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,21,59,154,4,0
Male,Pakistan,36-40,Masters,Others,to boost my skill set,Employed,B+,U-fone,Prepaid,Apna Laptop,No,>3 years ago,C#,Yes,Yes,Rural,4,38,70,137,1,9
Male,Pakistan,21-25,Bachelors,Enginnering,Switch my field of study,Unemplyed,O+,Telenor,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,1,25,75,188,2,5
Male,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Employed,B-,U-fone,Prepaid,Kisi ka laptop,Yes,>3 years ago,Python,No,Yes,Rural,3,30,79,171,2,6
Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,Student,A-,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,SQL,No,Yes,Rural,1,26,65,175,5,1
Male,West,26-30,Bachelors,Enginnering,Switch my field of study,Unemplyed,B+,International,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,6,28,161,173,3,0
Female,East,26-30,Bachelors,Software Eng.,to boost my skill set,Unemplyed,O+,International,Prepaid,Apna Laptop,No,>3 years ago,Others,Yes,Yes,Urbun,2,29,70,164,3,8
Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,Student,B+,Telenor,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Rural,4,28,73,169,2,6
Male,West,31-35,Masters,Natural Sciences,Switch my field of study,Employed,B+,International,Prepaid,Kisi ka laptop,No,In this chilla,Python,Yes,Yes,Urbun,1,31,58,168,2,1
Male,Pakistan,36-40,Masters,Natural Sciences,to boost my skill set,Unemplyed,B+,U-fone,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Rural,2,40,80,168,3,3
Male,Pakistan,26-30,Masters,Mathematics,to boost my skill set,Employed,O+,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,1,30,65,167,1,0
Male,Pakistan,26-30,PhD,Biology,to boost my skill set,Student,B+,Mobilink,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Rural,3,28,69,173,3,8
Male,Pakistan,31-35,Masters,Biology,Switch my field of study,Student,O+,Zong,Postpaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,3,31,70,161,1,2
Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,Student,A+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,1,23,65,170,3,2
Male,Pakistan,26-30,Masters,Biology,to boost my skill set,Student,O+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Rural,7,29,66,173,4,0
Male,Pakistan,21-25,Pre-Bachelors,CS/IT,Switch my field of study,Student,B-,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,1,23,85,163,2,5
Male,Pakistan,21-25,Pre-Bachelors,Software Eng.,to boost my skill set,Student,A+,Telenor,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Rural,0,24,50,170,5,5
Male,Pakistan,21-25,Bachelors,Business/Economics,to boost my skill set,Unemplyed,B+,Mobilink,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,1,25,135,186,2,0
Male,Pakistan,21-25,Pre-Bachelors,Enginnering,to boost my skill set,Employed,O+,Telenor,Prepaid,Desktop,No,>3 years ago,Python,No,Yes,Rural,0,23,75,168,2,1
Male,Pakistan,16-20,Pre-Bachelors,Others,to boost my skill set,Student,A+,Telenor,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,1,20,68,182,3,3
Male,Pakistan,26-30,Masters,Natural Sciences,Switch my field of study,Employed,B+,Mobilink,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Urbun,1,30,75,173,1,2
Female,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,Unemplyed,A+,Zong,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Rural,2,26,69,165,4,1
Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,Student,AB+,Telenor,Prepaid,Kisi ka laptop,Yes,In this chilla,Python,No,Yes,Urbun,0,19,52,160,3,8
Male,Pakistan,21-25,Bachelors,Biology,Switch my field of study,Employed,B+,Mobilink,Prepaid,Desktop,No,In this chilla,Python,No,Yes,Urbun,1,24,100,156,3,0
Male,Pakistan,21-25,Masters,Natural Sciences,to boost my skill set,Student,A+,Mobilink,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Urbun,1,25,60,171,3,2
Male,Pakistan,21-25,Bachelors,Enginnering,Switch my field of study,Employed,O+,U-fone,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,1,24,68,174,3,3
Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,Student,AB+,U-fone,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,0,29,65,164,1,2
Male,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,Student,O+,Mobilink,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,3,27,70,178,2,5
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,A+,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,2,23,60,171,2,1
Female,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,B+,Zong,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,0,25,57,146,4,1
Male,Pakistan,26-30,Bachelors,Software Eng.,Switch my field of study,Employed,O+,Zong,Prepaid,Kisi ka laptop,No,>3 years ago,Python,No,Yes,Urbun,2,26,66,165,3,2
Male,Pakistan,26-30,Bachelors,Biology,Switch my field of study,Employed,B+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,3,26,74,178,3,5
Male,Pakistan,31-35,Masters,Biology,Switch my field of study,Student,A+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Rural,8,33,63,175,1,5
Male,Pakistan,26-30,Bachelors,Enginnering,to boost my skill set,Employed,B+,U-fone,Prepaid,Apna Laptop,No,>3 years ago,Python,Yes,Yes,Rural,4,30,80,180,5,3
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,B+,Mobilink,Prepaid,Apna Laptop,No,<3 years ago,C#,No,Yes,Urbun,1,23,71,161,1,1
Female,Pakistan,26-30,Masters,Natural Sciences,to boost my skill set,Student,AB+,Zong,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,6,29,65,168,3,5
Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,Student,B+,Zong,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Urbun,7,33,85,174,2,0
Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,Student,A+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,0,21,60,146,3,2
Male,West,31-35,Masters,Enginnering,to boost my skill set,Employed,B+,International,Postpaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,8,35,84,173,3,0
Female,Pakistan,26-30,Masters,Business/Economics,to boost my skill set,Employed,AB+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,4,27,47,171,2,2
Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,Employed,B+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,1,24,57,177,3,16
Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,Unemplyed,B+,Zong,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Rural,1,27,110,172,2,16
Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,Employed,O+,Telenor,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,1,28,64,168,3,2
Male,Pakistan,31-35,Masters,Natural Sciences,Switch my field of study,Student,A+,U-fone,Prepaid,Apna Laptop,Yes,<3 years ago,Python,Yes,Yes,Rural,8,34,88,174,5,20
Male,Pakistan,21-25,Masters,Natural Sciences,Switch my field of study,Unemplyed,O+,U-fone,Prepaid,Kisi ka laptop,No,In this chilla,Python,No,Yes,Rural,1,22,68,175,1,3
Male,West,26-30,Masters,CS/IT,to boost my skill set,Unemplyed,AB+,International,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,1,26,65,183,3,0
Male,Pakistan,21-25,Masters,Business/Economics,Switch my field of study,Unemplyed,B+,Mobilink,Postpaid,Kisi ka laptop,No,In this chilla,Python,No,Yes,Rural,1,25,61,146,3,5
Male,Pakistan,21-25,Pre-Bachelors,Enginnering,to boost my skill set,Student,B+,Zong,Prepaid,Kisi ka laptop,No,In this chilla,Others,No,Yes,Rural,0,23,55,146,1,8
Male,Pakistan,16-20,Pre-Bachelors,CS/IT,to boost my skill set,Student,B+,Mobilink,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Urbun,0,20,53,176,2,4
Female,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Unemplyed,AB+,Zong,Prepaid,Apna Laptop,No,>3 years ago,Python,No,Yes,Urbun,1,23,50,152,4,6
Male,Pakistan,21-25,Masters,Others,to boost my skill set,Student,A+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,1,22,70,167,5,3
Male,Pakistan,21-25,Pre-Bachelors,CS/IT,to boost my skill set,Student,O+,U-fone,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Rural,0,22,48,166,2,4
Female,West,Jan-15,Pre-Bachelors,Others,to boost my skill set,Student,B+,International,Postpaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,14,31,150,10,0
Male,Pakistan,31-35,Bachelors,Business/Economics,Switch my field of study,Employed,A+,U-fone,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,No,Urbun,8,32,85,147,3,0
Male,Pakistan,31-35,PhD,Biology,to boost my skill set,Employed,B+,U-fone,Prepaid,Apna Laptop,Yes,In this chilla,R,Yes,Yes,Urbun,7,32,79,183,3,2
Male,Pakistan,26-30,Bachelors,CS/IT,to boost my skill set,Unemplyed,B+,Mobilink,Prepaid,Kisi ka laptop,No,<3 years ago,Python,No,Yes,Urbun,6,29,66,155,4,2
Male,Pakistan,26-30,Masters,Software Eng.,to boost my skill set,Employed,AB+,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,Yes,Rural,1,28,84,208,1,1
Male,Pakistan,21-25,Bachelors,Enginnering,to boost my skill set,Student,B+,U-fone,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Urbun,0,24,56,160,3,2
Female,Pakistan,31-35,Masters,Biology,to boost my skill set,Unemplyed,O+,U-fone,Prepaid,Apna Laptop,No,<3 years ago,Python,Yes,Yes,Urbun,1,30,40,158,6,0
Female,Pakistan,31-35,Masters,CS/IT,to boost my skill set,Employed,B+,Mobilink,Prepaid,Kisi ka laptop,No,>3 years ago,Python,Yes,Yes,Urbun,13,31,77,139,3,1
Male,Pakistan,31-35,Masters,Natural Sciences,to boost my skill set,Employed,B+,Telenor,Prepaid,Apna Laptop,No,I don't know how to code,Python,Yes,Yes,Rural,10,35,80,173,2,0
Male,Pakistan,36-40,Masters,CS/IT,to boost my skill set,Employed,AB+,Mobilink,Prepaid,Apna Laptop,No,>3 years ago,Python,Yes,Yes,Urbun,6,35,79,171,3,2
Male,Pakistan,21-25,Masters,Natural Sciences,Switch my field of study,Unemplyed,O-,Zong,Prepaid,Desktop,No,In this chilla,Python,No,Yes,Urbun,1,23,58,172,3,2
Female,Pakistan,21-25,Pre-Bachelors,Others,to boost my skill set,Student,O+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Urbun,0,22,48,152,5,60
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,O+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Rural,0,20,53,175,1,12
Female,Pakistan,21-25,Bachelors,CS/IT,Abhi tak pata nahi,Unemplyed,B+,U-fone,Prepaid,Apna Laptop,Yes,>3 years ago,Python,No,No,Urbun,0,25,42,155,1,0
Male,Pakistan,31-35,Masters,CS/IT,to boost my skill set,Employed,A+,Mobilink,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Rural,3,31,90,174,5,72
Female,Pakistan,46-60,Masters,Others,Awen,Employed,B+,U-fone,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Rural,10,46,90,158,5,1
Female,Pakistan,26-30,Masters,Enginnering,to boost my skill set,Employed,A+,Zong,Prepaid,Apna Laptop,Yes,<3 years ago,Python,No,Yes,Urbun,5,30,55,165,4,1
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,A+,Mobilink,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,1,21,52,173,4,5
Female,Pakistan,21-25,Pre-Bachelors,Others,to boost my skill set,Student,AB+,Zong,Prepaid,Apna Laptop,Yes,In this chilla,Python,No,Yes,Urbun,0,21,48,170,1,0
Male,Pakistan,31-35,PhD,Biology,to boost my skill set,Unemplyed,B-,Telenor,Prepaid,Apna Laptop,Yes,In this chilla,Python,Yes,Yes,Urbun,8,31,85,171,2,16
Male,Pakistan,21-25,Bachelors,Statistics,to boost my skill set,Student,A+,Zong,Prepaid,Apna Laptop,No,In this chilla,Python,No,Yes,Rural,0,23,60,180,4,1
Male,Pakistan,31-35,Masters,Enginnering,to boost my skill set,Student,AB-,U-fone,Prepaid,Apna Laptop,No,In this chilla,Python,Yes,Yes,Urbun,5,32,73,174,3,5
Female,West,16-20,Pre-Bachelors,CS/IT,to boost my skill set,Student,B+,International,Prepaid,Apna Laptop,Yes,I don't know how to code,Python,No,Yes,Urbun,0,16,60,170,11,0
Male,Pakistan,21-25,Bachelors,CS/IT,to boost my skill set,Student,A+,Telenor,Prepaid,Apna Laptop,No,<3 years ago,Python,No,Yes,Rural,0,22,58,160,3,3
Male,Pakistan,46-60,PhD,Enginnering,to boost my skill set,Employed,O+,Mobilink,Prepaid,Apna Laptop,Yes,>3 years ago,Others,Yes,Yes,Urbun,40,68,68,170,0,1
